STOP_ID,TRF_DISTRICT_CODE,BAY_CODE,BEARING_CODE,ON_STREET_NAME,INTERSECTION_LOC,HASTUS_CROSS_STREET_NAME,KCM_MANAGED_EQUIPMENT,ROUTE_LIST,NUM_SHELTERS,STOP_STATUS,GISOBJID,lon,lat,is_hotspot,compactor,has_trash,notes
38653,NS,,W,NE 130th St,Far side,35th Ave NE,YES,372E 61,1,ACT,3269,-122.2916871,47.72276539,FALSE,FALSE,FALSE,
38810,NL,,W,NE 145th St,At cross st,19th Ave NE,YES,65,1,ACT,3283,-122.3086906,47.73397469,FALSE,FALSE,FALSE,
38840,NS,,S,15th Ave NE,Far side,NE 143rd St,YES,348,1,ACT,3285,-122.3128205,47.731851,FALSE,FALSE,FALSE,
38870,NS,,S,15th Ave NE,Near side,NE 135th St,YES,348,1,ACT,3288,-122.3127557,47.72686664,FALSE,FALSE,FALSE,
38900,NS,,S,15th Ave NE,Far side,NE 127th St,YES,348,1,ACT,3291,-122.3127746,47.72096948,FALSE,FALSE,FALSE,
38910,NS,,S,15th Ave NE,Far side,NE 125th St,YES,348,1,ACT,3292,-122.3127672,47.71900056,FALSE,FALSE,FALSE,
38920,NS,,S,15th Ave NE,Far side,NE 123rd St,YES,348,1,ACT,3293,-122.3127122,47.71735334,FALSE,FALSE,FALSE,
38930,NS,,S,15th Ave NE,Far side,NE 120th St,YES,348,1,ACT,3294,-122.3126464,47.71547319,FALSE,FALSE,FALSE,
39340,NL,,N,15th Ave NE,Far side,NE 145th St,YES,348,1,ACT,100000841,-122.3126557,47.73434149,FALSE,FALSE,FALSE,
39431,SW,2,N,15th Ave SW,Near side,SW Roxbury St,YES,H,1,ACT,3349,-122.3539223,47.51689716,FALSE,FALSE,FALSE,
39790,SW,,S,California Ave SW,Far side,Fauntleroy Way SW,YES,22,1,ACT,3401,-122.3873186,47.54458161,FALSE,FALSE,FALSE,
39980,SW,,S,25th Ave SW,Near side,SW Henderson St,YES,125 60,1,ACT,3421,-122.3646379,47.52301793,FALSE,FALSE,FALSE,
39983,SW,3,W,SW Barton St,Far side,25th Ave SW,YES,22 H,1,ACT,3423,-122.365229,47.52109108,FALSE,FALSE,FALSE,
39990,SW,4,S,25th Ave SW,Near side,SW Barton St,YES,125 60,1,ACT,3424,-122.3646461,47.52122946,FALSE,FALSE,FALSE,
40032,NS,,W,N 105th St,Far side,Aurora Ave N,YES,40,1,ACT,3431,-122.3455887,47.70512263,FALSE,FALSE,FALSE,
40035,NS,,W,N 105th St,Far side,Fremont Ave N,YES,40,1,ACT,3433,-122.3503784,47.70513522,FALSE,FALSE,FALSE,
40038,NS,,W,N 105th St,Near side,Greenwood Ave N,YES,40,1,ACT,3435,-122.3552293,47.70515474,FALSE,FALSE,FALSE,
40049,NS,,W,Holman Rd NW,Far side,Mary Ave NW,YES,40 D,1,ACT,3440,-122.3757577,47.69454438,FALSE,FALSE,FALSE,
40050,NS,,E,Holman Rd NW,Far side,Mary Ave NW,YES,40 D,1,ACT,3441,-122.3752886,47.69475035,FALSE,FALSE,FALSE,
40056,NS,,E,Holman Rd NW,Far side,7th Ave NW,YES,40,1,ACT,3444,-122.3644455,47.70043432,FALSE,FALSE,FALSE,
40060,NS,,E,Holman Rd N,Near side,Greenwood Ave N,YES,40,1,ACT,3446,-122.3560963,47.70466002,FALSE,FALSE,FALSE,
40065,NS,,E,N 105th St,Far side,Fremont Ave N,YES,40,1,ACT,100000396,-122.3497692,47.704998,FALSE,FALSE,FALSE,
40068,NS,,E,N Northgate Way,Far side,Aurora Ave N,YES,40,2,ACT,3449,-122.3441628,47.70498195,FALSE,FALSE,FALSE,
40093,SE,,E,NE Sunset Blvd,Far side,Union Ave NE,YES,240,1,ACT,3457,-122.163384,47.50361236,FALSE,FALSE,FALSE,
40097,SE,,N,Duvall Ave NE,Far side,NE Sunset Blvd,YES,240,1,ACT,3458,-122.1563538,47.50625953,FALSE,FALSE,FALSE,
40125,SE,,W,NE Sunset Blvd,Far side,Duvall Ave NE,YES,240,1,ACT,3460,-122.157199,47.5055993,FALSE,FALSE,FALSE,
40804,SW,,N,East Marginal Way S,Near side,S Alaska St,YES,113,1,ACT,3467,-122.3392744,47.55991933,FALSE,FALSE,FALSE,
40825,SE,,N,Macadam Rd S,Near side,S 152nd St,YES,128,1,ACT,3478,-122.2659533,47.46653402,FALSE,FALSE,FALSE,
40826,SE,,N,Macadam Rd S,At cross st,S 150th St,YES,128,1,ACT,3479,-122.2667037,47.46853304,FALSE,FALSE,FALSE,
40847,SE,,N,East Marginal Way S,Near side,S 120th Pl,YES,,1,ACT,3486,-122.2864738,47.49569097,FALSE,FALSE,FALSE,
40871,SW,,N,Corson Ave S,Far side,S Willow St,YES,124 60,1,ACT,100012378,-122.3231946,47.54172933,FALSE,FALSE,FALSE,
40873,SW,,N,Corson Ave S,Far middle,S Warsaw St,YES,124 60,1,ACT,100012371,-122.3220751,47.54520908,FALSE,FALSE,FALSE,
40880,SW,,N,13th Ave S,Far side,S Bailey St,YES,124,1,ACT,3496,-122.3159863,47.54826731,FALSE,FALSE,FALSE,
40881,SW,,N,Airport Way S,Far side,S Vale St,YES,124,1,ACT,3497,-122.3169924,47.54946477,FALSE,FALSE,FALSE,
40885,SW,,N,Airport Way S,Far side,Corson Ave S,YES,124,1,ACT,3499,-122.3199352,47.55238878,FALSE,FALSE,FALSE,
41119,SE,,N,42nd Ave S,Near side,S 144th St,YES,128,1,ACT,100000656,-122.2810649,47.47399317,FALSE,FALSE,FALSE,
41255,CB,,S,3rd Ave W,Near side,W Dravus St,YES,13 4,1,ACT,3547,-122.3609864,47.64883279,FALSE,FALSE,FALSE,
41270,CB,,S,3rd Ave W,Far side,W Fulton St,YES,13 4,1,ACT,3549,-122.3609931,47.64547098,FALSE,FALSE,FALSE,
41320,CB,,S,Queen Anne Ave N,Near side,W Garfield St,YES,13,1,ACT,3553,-122.3570859,47.63357112,FALSE,FALSE,FALSE,
41430,NS,,E,NW 85th St,Far side,8th Ave NW,YES,45,1,ACT,3561,-122.365467,47.69058386,FALSE,FALSE,FALSE,
41450,NS,,W,N 85th St,Far side,Greenwood Ave N,YES,45,1,ACT,3562,-122.355666,47.69066914,FALSE,FALSE,FALSE,
41740,SW,,S,13th Ave S,Far side,S Bailey St,YES,107 124 60,1,ACT,3563,-122.3162055,47.54757484,FALSE,FALSE,FALSE,
41780,SC,,N,15th Ave S,Far side,S Lucile St,YES,107 60,1,ACT,3567,-122.3133705,47.55370259,FALSE,FALSE,FALSE,
41805,SC,,N,15th Ave S,Far side,S Shelton St,YES,107 60,1,ACT,100000843,-122.3133354,47.55816922,FALSE,FALSE,FALSE,
41830,SC,,N,15th Ave S,Near side,S Oregon St,YES,107 60,1,ACT,3572,-122.3134102,47.56336653,FALSE,FALSE,FALSE,
41850,SC,,N,15th Ave S,Far side,S Spokane St,YES,107 60,1,ACT,3574,-122.3133061,47.57182146,FALSE,FALSE,FALSE,
41900,SC,,N,12th Ave S,Far side,S Jackson St,YES,60 9E,1,ACT,3578,-122.3171035,47.59943739,FALSE,FALSE,FALSE,
41902,SC,,N,Boren Ave,Far side,E Yesler Way,YES,43 630 9E,1,ACT,3579,-122.317974,47.60195854,FALSE,FALSE,FALSE,
41930,SC,,N,9th Ave,Far side,Alder St,YES,60,1,ACT,3584,-122.3232432,47.60403911,FALSE,FALSE,FALSE,
41940,SC,,N,9th Ave,Far middle,James St,YES,303 322 60,1,ACT,3585,-122.3250556,47.60602279,FALSE,FALSE,FALSE,
41965,SC,,N,Broadway,Near side,E Union St,YES,43 60 9E,1,ACT,3589,-122.3206786,47.61289643,FALSE,FALSE,FALSE,
41990,SC,,S,9th Ave,Far side,Marion St,YES,193E 60,1,ACT,3597,-122.3265882,47.60743566,FALSE,FALSE,FALSE,
42080,SC,,S,15th Ave S,Far side,S Oregon St,YES,107 60,1,ACT,3605,-122.3136173,47.5630995,FALSE,FALSE,FALSE,
42130,SC,,S,15th Ave S,Far side,S Lucile St,YES,107 60,1,ACT,3610,-122.3135781,47.55316849,FALSE,FALSE,FALSE,
42358,SW,,N,21st Ave SW,Far side,SW 344th St,YES,181,1,ACT,3624,-122.3608688,47.29385691,FALSE,FALSE,FALSE,
42370,SW,,N,21st Ave SW,Near side,SW 338th St,YES,181,1,ACT,3625,-122.3608265,47.29834588,FALSE,FALSE,FALSE,
42577,SW,1,S,Twin Lakes P&R AcRd,Near side,SW 344th St,YES,,2,ACT,3638,-122.3590053,47.29408442,FALSE,FALSE,FALSE,
43050,NS,,W,N 130th St,Near side,Aurora Ave N,YES,345,1,ACT,3646,-122.3445335,47.72330654,FALSE,FALSE,FALSE,
43060,NS,,W,N 130th St,Far side,Linden Ave N,YES,345,1,ACT,3647,-122.3484262,47.7232952,FALSE,FALSE,FALSE,
43095,NS,,N,Four Freedoms Home AcRd,Far side,Four Freedoms Home AcRd,YES,345,1,ACT,3651,-122.3480078,47.7260891,FALSE,FALSE,FALSE,
43100,NS,,E,N 130th St,Far side,Linden Ave N,YES,345,1,ACT,3652,-122.3477354,47.72315822,FALSE,FALSE,FALSE,
43110,NS,,E,N 130th St,Far side,Aurora Ave N,YES,345,1,ACT,3653,-122.3446108,47.72316979,FALSE,FALSE,FALSE,
43712,SC,,S,Martin L King Jr Way,Far side,E Union St,YES,8,1,ACT,3659,-122.2963034,47.6127301,FALSE,FALSE,FALSE,
43765,SC,,N,Martin L King Jr Way S,Near side,S Irving St,YES,4 8,1,ACT,3665,-122.29734,47.5906298,FALSE,FALSE,FALSE,
45010,SE,,N,Monroe Ave NE,Far middle,NE 4th St,YES,111,1,ACT,3682,-122.1747902,47.48928032,FALSE,FALSE,FALSE,
45101,SE,,S,Union Ave NE,Near side,NE 12th St,YES,240,1,ACT,3695,-122.1647805,47.50315729,FALSE,FALSE,FALSE,
45130,SE,,W,NE 12th St,Far side,Olympia Ave NE,YES,105 240,1,ACT,3698,-122.1729415,47.50313808,FALSE,FALSE,FALSE,
45145,SE,,W,NE Sunset Blvd,Far side,Kirkland Ave NE,YES,111 240,1,ACT,3700,-122.1785868,47.50206561,FALSE,FALSE,FALSE,
45170,SE,,W,NE 10th St,Near side,Index Ave NE,YES,111,1,ACT,3701,-122.1795053,47.49940138,FALSE,FALSE,FALSE,
45175,SE,,W,NE Sunset Blvd,Near side,NE 10th St,YES,240,1,ACT,3702,-122.1805559,47.5001339,FALSE,FALSE,FALSE,
45180,SE,,W,NE Sunset Blvd,Far side,Harrington Ave NE,YES,240,1,ACT,3703,-122.1823165,47.49890354,FALSE,FALSE,FALSE,
45190,SE,,W,NE Sunset Blvd,Near side,Edmonds Ave NE,YES,240,1,ACT,3705,-122.185307,47.50079553,FALSE,FALSE,FALSE,
45191,SE,,S,N Southport Dr,Far side,Lake Washington Blvd N,YES,240 566E,1,ACT,3706,-122.2014207,47.5005551,FALSE,FALSE,FALSE,
45219,SE,,S,Park Ave N,Far side,N 8th St,YES,240 566E,1,ACT,3709,-122.2023296,47.49525963,FALSE,FALSE,FALSE,
45230,SE,,S,Park Ave N,Far side,N 6th St,YES,240,1,ACT,3710,-122.202318,47.4915823,FALSE,FALSE,FALSE,
45240,SE,,S,Park Ave N,Far side,N 4th St,YES,240,1,ACT,3711,-122.2022849,47.4881616,FALSE,FALSE,FALSE,
45285,SE,,S,Main Ave S,Far side,S 4th St,YES,101 148 153,1,ACT,3716,-122.204346,47.47777774,FALSE,FALSE,FALSE,
45288,SE,,W,S Grady Way,Far side,Williams Ave S,YES,101 148 153,1,ACT,100012281,-122.207084,47.47393445,FALSE,FALSE,FALSE,
45301,SE,5,S,Burnett Ave S,Far side,S 2nd St,YES,101,1,ACT,3720,-122.208121,47.48090805,FALSE,FALSE,FALSE,
45303,SE,6,S,Burnett Ave S,Far side,Renton TC AcRd,YES,101 907,1,ACT,3721,-122.2081242,47.48010819,FALSE,FALSE,FALSE,
45305,SE,7,S,Burnett Ave S,Near side,S 3rd St,YES,105 153,1,ACT,3722,-122.2081262,47.4798751,FALSE,FALSE,FALSE,
45320,SE,,W,S 2nd St,Far side,Shattuck Ave S,YES,101 106 107 160 F,1,ACT,3724,-122.2146258,47.48140187,FALSE,FALSE,FALSE,
45340,SE,,N,Rainier Ave S,Far side,SW Victoria St,YES,106,1,ACT,3727,-122.2170882,47.48305103,FALSE,FALSE,FALSE,
45350,SE,,W,Renton Ave Ext,Far side,Hardie Ave NW,YES,106,1,ACT,3728,-122.2192849,47.48428114,FALSE,FALSE,FALSE,
45610,SC,,W,S Othello St,Far side,Rainier Ave S,YES,50,1,ACT,3753,-122.2707581,47.53702468,FALSE,FALSE,FALSE,
45651,SC,,W,S Othello St,Far side,Martin L King Jr Way S,YES,36 50,1,ACT,3757,-122.2818189,47.53712716,FALSE,FALSE,FALSE,
45680,SC,,W,S Myrtle St,Far side,32nd Ave S,YES,36,1,ACT,3760,-122.2918994,47.53894502,FALSE,FALSE,FALSE,
45770,SW,,N,4th Ave S,Far side,S Michigan St,YES,131 132,1,ACT,3768,-122.3294855,47.54574873,FALSE,FALSE,FALSE,
45780,SW,,N,4th Ave S,Far side,S Front St,YES,131 132,1,ACT,3769,-122.3294826,47.54818861,FALSE,FALSE,FALSE,
45790,SW,,N,4th Ave S,Near side,S Fidalgo St,YES,131 132,1,ACT,3770,-122.3294762,47.55036256,FALSE,FALSE,FALSE,
45800,SW,,N,4th Ave S,Far side,S Orcas St,YES,131 132,1,ACT,3771,-122.3294612,47.55209516,FALSE,FALSE,FALSE,
45820,SW,,N,4th Ave S,Far side,S Bennett St,YES,131 132,1,ACT,3773,-122.329435,47.55513392,FALSE,FALSE,FALSE,
45870,SW,,S,4th Ave S,Far side,S Spokane St,YES,131 132,1,ACT,3776,-122.3291298,47.57102349,FALSE,FALSE,FALSE,
46101,SC,,E,S Myrtle Pl,Far side,32nd Ave S,YES,36,1,ACT,3802,-122.2912823,47.53874263,FALSE,FALSE,FALSE,
46330,SE,,S,87th Ave S,Far side,S 115th Pl,YES,107,1,ACT,3821,-122.2230369,47.49940092,FALSE,FALSE,FALSE,
46463,SE,10,N,Burnett Ave S,Far side,S 3rd St,YES,107,1,ACT,3832,-122.2077599,47.48009697,FALSE,FALSE,FALSE,
46464,SE,9,N,Burnett Ave S,Near side,Renton TC AcRd,YES,106,1,ACT,3833,-122.2077584,47.48050115,FALSE,FALSE,FALSE,
46465,SE,8,N,Burnett Ave S,Near side,S 2nd St,YES,160,1,ACT,3834,-122.2077546,47.4809687,FALSE,FALSE,FALSE,
46466,SE,,E,S Grady Way,Near side,Wells Ave S,YES,101 148 153,1,ACT,3835,-122.2056631,47.4746522,FALSE,FALSE,FALSE,
46474,SE,,N,Mill Ave S,Far side,S 2nd St,YES,105 240 907,1,ACT,3837,-122.2028832,47.48167714,FALSE,FALSE,FALSE,
46476,SE,1,W,Renton TC AcRd,Near side,Logan Ave S,YES,566E,1,ACT,3838,-122.2087809,47.48077749,FALSE,FALSE,FALSE,
46477,SE,2,W,Renton TC AcRd,Far side,Burnett Ave S,YES,107 148 F,1,ACT,3839,-122.2085503,47.48077672,FALSE,FALSE,FALSE,
46478,SE,3,E,Renton TC AcRd,Far side,Logan Ave S,YES,240 F,1,ACT,3840,-122.2087129,47.48049946,FALSE,FALSE,FALSE,
46479,SE,4,E,Renton TC AcRd,Near side,Burnett Ave S,YES,107 148 240 566E,1,ACT,3841,-122.2081951,47.48049668,FALSE,FALSE,FALSE,
46505,SE,,W,N 10th St,Near side,Park Ave N,YES,F,1,ACT,100001358,-122.2012103,47.49808771,FALSE,FALSE,FALSE,
46510,SE,,N,Park Ave N,Far side,N 4th St,YES,240,1,ACT,3845,-122.2020848,47.48870664,FALSE,FALSE,FALSE,
46520,SE,,N,Park Ave N,Far side,N 6th St,YES,240 566E,1,ACT,3846,-122.2021168,47.49239195,FALSE,FALSE,FALSE,
46530,SE,,N,Park Ave N,Far side,N 8th St,YES,240 566E,1,ACT,3847,-122.2021275,47.49603666,FALSE,FALSE,FALSE,
46541,SE,,N,N Southport Dr,Near side,Garden Ave N,YES,240 566E F,1,ACT,3848,-122.2012169,47.50049943,FALSE,FALSE,FALSE,
46550,SE,,E,NE Sunset Blvd,Near side,Edmonds Ave NE,YES,240,1,ACT,3849,-122.1859249,47.50106346,FALSE,FALSE,FALSE,
46565,SE,,E,NE Sunset Blvd,Far middle,NE 10th St,YES,111 240,1,ACT,3852,-122.1798432,47.50058051,FALSE,FALSE,FALSE,
46578,SE,,N,Logan Ave N,Far side,N 3rd St,YES,F,1,ACT,100012094,-122.208256,47.48756272,FALSE,FALSE,FALSE,
46579,SE,,S,Logan Ave N,Far side,N 3rd St,YES,F,1,ACT,100012093,-122.2087401,47.48690071,FALSE,FALSE,FALSE,
46595,SE,,S,Logan Ave N,Far side,N 10th St,YES,F,1,ACT,100001391,-122.2064833,47.49782226,FALSE,FALSE,FALSE,
46600,SE,,E,NE 12th St,Near side,Lynnwood Ave NE,YES,105 240,1,ACT,3855,-122.1766814,47.50302371,FALSE,FALSE,FALSE,
46640,SE,,S,Union Ave NE,Far side,NE 12th St,YES,105,1,ACT,3859,-122.1647558,47.50250693,FALSE,FALSE,FALSE,
46770,SW,,N,Vashon Hwy SW,Far side,SW Burton Dr,YES,118,1,ACT,3879,-122.4657849,47.38939739,FALSE,FALSE,FALSE,
46791,SW,,N,Vashon Hwy SW,Near side,S 204th St,YES,118 119,1,ACT,3884,-122.4603887,47.4231902,FALSE,FALSE,FALSE,
46850,SW,,N,Vashon Hwy SW,Near side,SW 171st St,YES,118 119,1,ACT,3891,-122.4603402,47.45210772,FALSE,FALSE,FALSE,
47260,SW,,W,Highline College AcRd,Near side,S 240th St,YES,156,1,ACT,3903,-122.3018396,47.38720069,FALSE,FALSE,FALSE,
47263,SW,,N,Highline College AcRd,Far middle,S 240th St,YES,165,1,ACT,3904,-122.2994534,47.38720033,FALSE,FALSE,FALSE,
47390,SW,,N,Marine View Dr S,Far side,S 223rd St,YES,165 635,1,ACT,3921,-122.3244722,47.40214347,FALSE,FALSE,FALSE,
47403,SW,,W,S 216th St,Far side,24th Ave S,YES,156 635,1,ACT,3925,-122.3028741,47.40833757,FALSE,FALSE,FALSE,
47404,SW,,W,S 216th St,Far side,20th Ave S,YES,156 635,1,ACT,3926,-122.3083693,47.40841124,FALSE,FALSE,FALSE,
47410,SW,,N,Marine View Dr S,Near side,S 218th St,YES,165 635,1,ACT,3930,-122.324719,47.40697162,FALSE,FALSE,FALSE,
47413,SW,,E,S 216th St,Far side,11th Ave S,YES,156 635,1,ACT,3932,-122.319556,47.40834957,FALSE,FALSE,FALSE,
47490,SW,,N,1st Ave S,Far side,S 199th St,YES,165,1,ACT,3946,-122.3351892,47.424425,FALSE,FALSE,FALSE,
47510,SW,,N,1st Ave S,Near side,194th Pl SW,YES,165,1,ACT,3948,-122.3354601,47.42780395,FALSE,FALSE,FALSE,
47550,SW,,N,1st Ave S,Far middle,SW 185th St,YES,165,1,ACT,3952,-122.334675,47.43900312,FALSE,FALSE,FALSE,
47570,SW,,N,1st Ave S,Far side,S Normandy Rd,YES,165,1,ACT,3953,-122.3342187,47.44239143,FALSE,FALSE,FALSE,
47580,SW,,N,1st Ave S,Near side,S 176th St,YES,165,1,ACT,3954,-122.3338675,47.44507666,FALSE,FALSE,FALSE,
47620,SW,,N,1st Ave S,Far side,S 160th St,YES,165,1,ACT,3958,-122.3338357,47.46000102,FALSE,FALSE,FALSE,
47646,SW,,W,SW 156th St,Far side,1st Ave S,YES,161 165 F,1,ACT,3960,-122.3351248,47.46335143,FALSE,FALSE,FALSE,
47660,SW,,E,SW 150th St,Far side,6th Ave SW,UNK,H,1,ACT,100016285,-122.3413485,47.46855659,FALSE,FALSE,FALSE,
47719,SW,,W,SW 150th St,Near side,6th Ave SW,UNK,H,1,ACT,100016284,-122.3413848,47.46869321,FALSE,FALSE,FALSE,
47740,SW,,N,1st Ave S,Near side,S 146th St,YES,131 132,1,ACT,3968,-122.3337497,47.47219643,FALSE,FALSE,FALSE,
47750,SW,,N,1st Ave S,Far side,S 143rd St,YES,131,1,ACT,3969,-122.3337347,47.47547361,FALSE,FALSE,FALSE,
47850,SW,,N,1st Ave S,Far side,S 116th St,YES,131,1,ACT,3978,-122.3335908,47.49986049,FALSE,FALSE,FALSE,
47872,SW,,W,SW 112th St,Far side,1st Ave SW,YES,131,1,ACT,3979,-122.3354381,47.50317008,FALSE,FALSE,FALSE,
47972,SE,5,N,I-5 Ramp,Far side,S 272nd St,YES,177 193E,1,ACT,3989,-122.2946799,47.3584241,FALSE,FALSE,FALSE,
47974,SE,,E,S 272nd St,Far side,S Star Lake Rd,YES,183,1,ACT,3991,-122.3042683,47.35787331,FALSE,FALSE,FALSE,
48311,SW,,S,4th Ave SW,Far side,SW 110th St,YES,128 131,1,ACT,4015,-122.3391399,47.50356389,FALSE,FALSE,FALSE,
48346,SW,,S,1st Ave S,Far side,SW 112th St,YES,131,1,ACT,4017,-122.3337571,47.50282762,FALSE,FALSE,FALSE,
48360,SW,,S,1st Ave S,Near side,SW 116th St,YES,131,1,ACT,4018,-122.333791,47.49992969,FALSE,FALSE,FALSE,
48550,SW,,S,1st Ave S,Far side,SW 156th St,YES,165,1,ACT,4030,-122.3340168,47.46292655,FALSE,FALSE,FALSE,
48680,SW,,S,1st Ave S,Far side,SW 192nd St,YES,165,1,ACT,4041,-122.3358897,47.43093896,FALSE,FALSE,FALSE,
48690,SW,,S,1st Ave S,Far side,SW 194th Pl,YES,165,1,ACT,4042,-122.33567,47.4279369,FALSE,FALSE,FALSE,
48710,SW,,S,1st Ave S,Near side,S 199th St,YES,165,1,ACT,4044,-122.3353782,47.42425277,FALSE,FALSE,FALSE,
48949,SE,,N,Pacific Hwy S,Near side,S 240th St,YES,A,2,ACT,4072,-122.296331,47.38628457,FALSE,FALSE,FALSE,
48978,SW,,E,Kent Des Moines Rd,Near side,21st Ave S,YES,156,1,ACT,4079,-122.3040452,47.39427163,FALSE,FALSE,FALSE,
49160,SE,,N,8th Ave S,Near side,S 192nd St,YES,156,1,ACT,4097,-122.324861,47.43103877,FALSE,FALSE,FALSE,
49301,SW,,W,S 156th St,Near side,2nd Ave S,YES,161 F,1,ACT,4114,-122.3300827,47.4633517,FALSE,FALSE,FALSE,
49530,SW,,W,S 120th St,Near side,23rd Ave S,YES,128 132,1,ACT,4141,-122.3030496,47.4956849,FALSE,FALSE,FALSE,
49550,SW,,W,S 120th St,Far side,Roseberg Ave S,YES,128 132,1,ACT,4143,-122.30778,47.49585609,FALSE,FALSE,FALSE,
49572,SW,,W,SW 116th St,Far side,1st Ave S,YES,128,1,ACT,4160,-122.3342251,47.49954638,FALSE,FALSE,FALSE,
49576,SW,,W,SW 108th St,Near side,8th Ave SW,YES,128,1,ACT,4162,-122.3443241,47.50665712,FALSE,FALSE,FALSE,
49577,SW,,E,SW 108th St,Far side,8th Ave SW,YES,128,1,ACT,4163,-122.3441098,47.5065237,FALSE,FALSE,FALSE,
49580,SW,,N,Des Moines Memorial Dr S,Far side,S 120th St,YES,132,1,ACT,4164,-122.3102974,47.49602847,FALSE,FALSE,FALSE,
49588,SW,,N,8th Ave SW,Far side,SW 99th St,YES,128 131,1,ACT,4167,-122.3451633,47.51550186,FALSE,FALSE,FALSE,
49599,SW,,N,Des Moines Memorial Dr S,Near side,S 116th St,YES,132,1,ACT,4170,-122.3068883,47.4990939,FALSE,FALSE,FALSE,
49660,SW,,N,Des Moines Memorial Dr S,Far side,S 103rd St,YES,132,1,ACT,4173,-122.307303,47.51147383,FALSE,FALSE,FALSE,
49690,SW,,N,Des Moines Memorial Dr S,Near side,S 99th St,YES,132,1,ACT,4175,-122.3134122,47.51511088,FALSE,FALSE,FALSE,
49700,SW,,N,Des Moines Memorial Dr S,Near side,S 96th St,YES,132,1,ACT,4176,-122.3150882,47.51683459,FALSE,FALSE,FALSE,
49720,SW,,N,14th Ave S,Near side,S Trenton St,YES,132,1,ACT,4178,-122.3148395,47.52460455,FALSE,FALSE,FALSE,
49730,SW,,N,8th Ave S,Far side,S Sullivan St,YES,132,1,ACT,4182,-122.3228022,47.52715249,FALSE,FALSE,FALSE,
49750,SW,,S,Des Moines Memorial Dr S,Far middle,S 96th St,YES,132,1,ACT,4188,-122.3147516,47.51624122,FALSE,FALSE,FALSE,
49870,SW,,E,S 120th St,Far side,20th Ave S,YES,128 132,1,ACT,4202,-122.307153,47.49571617,FALSE,FALSE,FALSE,
50125,SW,,E,SW 156th St,Far side,2nd Ave SW,YES,161 165,1,ACT,4232,-122.3362652,47.46321459,FALSE,FALSE,FALSE,
50130,SW,,E,S 156th St,Far side,1st Ave S,YES,161 F,1,ACT,4233,-122.332246,47.46321373,FALSE,FALSE,FALSE,
50140,SW,,E,S 156th St,Far side,4th Ave S,YES,161 F,1,ACT,4234,-122.3281339,47.46321588,FALSE,FALSE,FALSE,
50145,SE,,E,S 156th Way,Far side,Des Moines Memorial Dr S,YES,161 F,1,ACT,4235,-122.322757,47.46324135,FALSE,FALSE,FALSE,
50480,SE,,S,Pacific Hwy S,Far side,Kent Des Moines Rd,YES,165 A,1,ACT,4271,-122.2951613,47.39253026,FALSE,FALSE,FALSE,
50500,SW,,W,S 240th St,Near side,26th Pl S,YES,,1,ACT,4274,-122.2996018,47.3865875,FALSE,FALSE,FALSE,
50703,SE,,E,Reith Rd,Far side,38th Ave S,YES,183,1,ACT,4280,-122.2837523,47.37005645,FALSE,FALSE,FALSE,
50712,SE,,W,W James St,Far side,Washington Ave N,YES,150 162 183,1,ACT,4283,-122.2480941,47.38679433,FALSE,FALSE,FALSE,
50758,SE,,S,64th Ave S,Near side,W Meeker St,YES,162 183,1,ACT,4300,-122.2537947,47.38158734,FALSE,FALSE,FALSE,
50772,SE,,N,64th Ave S,Far side,W Meeker St,YES,162 165 183 914,1,ACT,4305,-122.2535943,47.38193835,FALSE,FALSE,FALSE,
50779,SE,,E,W James St,Far side,64th Ave S,YES,150 162 183,1,ACT,4307,-122.2531131,47.38666328,FALSE,FALSE,FALSE,
51330,SW,,N,21st Ave SW,Near side,SW 152nd St,YES,631,1,ACT,4317,-122.3605128,47.46664438,FALSE,FALSE,FALSE,
51403,SW,,N,Ambaum Blvd SW,Far side,SW 148th St,YES,H,1,ACT,4325,-122.3469105,47.47084945,FALSE,FALSE,FALSE,
51459,SW,,N,Ambaum Blvd SW,Near middle,SW 142nd St,UNK,H,1,ACT,100016283,-122.347557,47.47612498,FALSE,FALSE,FALSE,
51520,SW,,N,Ambaum Blvd SW,Far side,SW 128th St,YES,H,1,ACT,4332,-122.349883,47.48894139,FALSE,FALSE,FALSE,
51600,SW,,N,16th Ave SW,Far side,SW 112th St,YES,H,2,ACT,4336,-122.3550366,47.50321241,FALSE,FALSE,FALSE,
51615,SW,,N,15th Ave SW,Far side,SW 107th St,YES,H,1,ACT,4338,-122.3536606,47.50778589,FALSE,FALSE,FALSE,
51640,SW,,N,15th Ave SW,Far side,SW 104th St,YES,,1,ACT,4339,-122.3537069,47.5103466,FALSE,FALSE,FALSE,
51651,SW,,N,15th Ave SW,Near side,SW 102nd St,UNK,H,1,ACT,100016282,-122.3537671,47.51171516,FALSE,FALSE,FALSE,
51740,SW,,N,9th Ave SW,Far side,SW Trenton St,YES,131,1,ACT,4345,-122.3466363,47.52497293,FALSE,FALSE,FALSE,
51770,SW,,N,9th Ave SW,Far side,SW Elmgrove St,YES,131,1,ACT,4347,-122.3466673,47.53036251,FALSE,FALSE,FALSE,
51780,SW,,N,Highland Park Way SW,Far side,SW Kenyon St,YES,131,1,ACT,4348,-122.3466919,47.53218426,FALSE,FALSE,FALSE,
