STOP_ID,TRF_DISTRICT_CODE,BAY_CODE,BEARING_CODE,ON_STREET_NAME,INTERSECTION_LOC,HASTUS_CROSS_STREET_NAME,KCM_MANAGED_EQUIPMENT,ROUTE_LIST,NUM_SHELTERS,STOP_STATUS,GISOBJID,lon,lat,is_hotspot,compactor,has_trash,notes
16920,NS,,S,Meridian Ave N,Near side,N 120th St,YES,345 365,1,ACT,1409,-122.3342159,47.71599608,FALSE,FALSE,FALSE,
16940,NS,,S,Meridian Ave N,Far side,N 115th St,YES,345 365,1,ACT,1411,-122.3341523,47.71196727,FALSE,FALSE,FALSE,
16960,NS,,S,Meridian Ave N,Far side,N Northgate Way,YES,345 365 40,1,ACT,1416,-122.3340883,47.70820856,FALSE,FALSE,FALSE,
16980,NS,,S,Meridian Ave N,Near side,N 105th St,YES,345 365 40,1,ACT,1418,-122.3340315,47.70511742,FALSE,FALSE,FALSE,
16990,NS,,S,College Way N,Far side,N 103rd St,YES,345 365 40,1,ACT,1419,-122.3341019,47.70305342,FALSE,FALSE,FALSE,
17010,NS,,S,College Way N,Far side,N 97th St,YES,345 365 40,1,ACT,1421,-122.3352944,47.69934122,FALSE,FALSE,FALSE,
17024,NS,,N,1st Ave NE,Far side,NE 95th St,YES,345 365 40 61,1,ACT,1424,-122.3283526,47.69792301,FALSE,FALSE,FALSE,
17040,NS,,S,Wallingford Ave N,Near side,N 90th St,YES,61,1,ACT,1426,-122.3365808,47.69424908,FALSE,FALSE,FALSE,
17070,NS,,S,Wallingford Ave N,Far side,N 82nd St,YES,45,1,ACT,1429,-122.3365088,47.68853103,FALSE,FALSE,FALSE,
17080,NS,,S,Wallingford Ave N,Near side,N 80th St,YES,45,1,ACT,1430,-122.3364983,47.68704747,FALSE,FALSE,FALSE,
17081,NS,,S,Wallingford Ave N,Near side,East Green Lake Dr N,UNK,45,1,ACT,100016151,-122.336864,47.68579174,FALSE,FALSE,FALSE,
17170,NS,,S,Woodlawn Ave NE,Far side,5th Ave NE,YES,62,1,ACT,1439,-122.325787,47.67817887,FALSE,FALSE,FALSE,
17180,NS,,W,Woodlawn Ave NE,Far side,1st Ave NE,YES,62,1,ACT,1440,-122.3286854,47.67759521,FALSE,FALSE,FALSE,
17209,NS,,S,Woodlawn Ave N,Far side,N 63rd St,YES,62,1,ACT,100010834,-122.3331495,47.67457352,FALSE,FALSE,FALSE,
17260,NS,,S,Meridian Ave N,Far side,N 54th St,YES,62,1,ACT,1447,-122.3337959,47.66771301,FALSE,FALSE,FALSE,
17310,NS,,W,N 45th St,Near side,Wallingford Ave N,YES,44 62,1,ACT,1452,-122.3355553,47.66145422,FALSE,FALSE,FALSE,
17410,NS,,E,N 45th St,Far side,Wallingford Ave N,YES,44 62,1,ACT,1455,-122.3354337,47.66131708,FALSE,FALSE,FALSE,
17530,NS,,E,Woodlawn Ave NE,Far side,Sunnyside Ave N,YES,62,1,ACT,1467,-122.3291326,47.67747692,FALSE,FALSE,FALSE,
17650,NS,,N,Wallingford Ave N,Far side,N 82nd St,YES,45,1,ACT,1478,-122.3363083,47.6889022,FALSE,FALSE,FALSE,
17694,NS,,W,North Seattle College AcRd,Near middle,College Way N,YES,345 365,1,ACT,100000773,-122.3327405,47.6978278,FALSE,FALSE,FALSE,
17710,NS,,N,College Way N,Near side,N 97th St,YES,345 365 40,1,ACT,1485,-122.3349145,47.6992689,FALSE,FALSE,FALSE,
17740,NS,,N,Meridian Ave N,Near side,N 105th St,YES,345 365 40,1,ACT,1488,-122.3338222,47.7047629,FALSE,FALSE,FALSE,
17755,NS,,W,N Northgate Way,Far side,Meridian Ave N,YES,40,1,ACT,1490,-122.3346137,47.70853452,FALSE,FALSE,FALSE,
17760,NS,,N,Meridian Ave N,Far side,N Northgate Way,YES,345 365,1,ACT,1491,-122.3339,47.7090021,FALSE,FALSE,FALSE,
17780,NS,,N,Meridian Ave N,Far side,N 115th St,YES,345 365,1,ACT,1493,-122.3339592,47.71245625,FALSE,FALSE,FALSE,
17800,NS,,N,Meridian Ave N,Far side,N 120th St,YES,345 365,1,ACT,1495,-122.3340171,47.71614786,FALSE,FALSE,FALSE,
17960,NS,,S,32nd Ave NW,Far side,NW 85th St,YES,17E,1,ACT,1510,-122.3984177,47.69013418,FALSE,FALSE,FALSE,
18041,NS,,S,32nd Ave NW,Far side,NW 64th St,YES,17E,1,ACT,1519,-122.3984781,47.67447898,FALSE,FALSE,FALSE,
18066,NS,,E,NW Market St,Far side,32nd Ave NW,YES,17E,1,ACT,1522,-122.3979101,47.66855847,FALSE,FALSE,FALSE,
18085,NS,,S,32nd Ave NW,Near side,NW 54th St,YES,44,1,ACT,1525,-122.398415,47.66793649,FALSE,FALSE,FALSE,
18090,NS,,E,NW 54th St,Near side,30th Ave NW,YES,44,1,ACT,1526,-122.3965226,47.66764166,FALSE,FALSE,FALSE,
18100,NS,,E,NW Market St,Near side,28th Ave NW,YES,17E 44,1,ACT,1527,-122.3930883,47.66858703,FALSE,FALSE,FALSE,
18120,NS,,E,NW Market St,Far side,Ballard Ave NW,YES,17E 40 44,1,ACT,1535,-122.3853396,47.6686106,FALSE,FALSE,FALSE,
18151,NS,,S,Leary Ave NW,Far side,NW Dock Pl,YES,40,1,ACT,100016514,-122.3797755,47.66456334,FALSE,FALSE,FALSE,
18170,CB,,N,W Nickerson St,Far side,W Emerson St,YES,31,1,ACT,1539,-122.3754694,47.65418663,FALSE,FALSE,FALSE,
18190,CB,,E,W Nickerson St,Far side,Jesse Ave W,YES,31 32,1,ACT,1542,-122.3698444,47.65363035,FALSE,FALSE,FALSE,
18210,CB,,E,W Nickerson St,Far side,6th Ave W,YES,31 32,1,ACT,1544,-122.3642345,47.65151392,FALSE,FALSE,FALSE,
18220,CB,,E,W Nickerson St,Far side,3rd Ave W,YES,13 31 32 4,1,ACT,1545,-122.3605538,47.65068206,FALSE,FALSE,FALSE,
18230,CB,,E,W Nickerson St,Near side,Queen Anne Ave N,YES,31 32,1,ACT,1546,-122.3579061,47.64979018,FALSE,FALSE,FALSE,
18260,CB,,S,Dexter Ave N,Far side,4th Ave N,YES,62,1,ACT,1549,-122.3492406,47.64541143,FALSE,FALSE,FALSE,
18270,CB,,S,Dexter Ave N,Near side,Halladay St,YES,62,1,ACT,1550,-122.3460221,47.64370839,FALSE,FALSE,FALSE,
18295,CB,,S,Dexter Ave N,Far side,6th Ave N,YES,62,1,ACT,100000819,-122.3444418,47.6401494,FALSE,FALSE,FALSE,
18315,CB,,S,Dexter Ave N,Far side,Crockett St,YES,62,1,ACT,100000072,-122.3433062,47.63736953,FALSE,FALSE,FALSE,
18320,CB,,S,Dexter Ave N,Far side,Howe St,YES,62,1,ACT,1554,-122.3423983,47.6357221,FALSE,FALSE,FALSE,
18340,CB,,S,Dexter Ave N,Far side,Galer St,YES,62,1,ACT,1555,-122.3423824,47.63195862,FALSE,FALSE,FALSE,
18359,CB,,S,Dexter Ave N,Near side,Aloha St,YES,62,1,ACT,1557,-122.342428,47.62723736,FALSE,FALSE,FALSE,
18370,CB,,S,Dexter Ave N,Far side,Roy St,YES,62,1,ACT,1558,-122.3424447,47.62515595,FALSE,FALSE,FALSE,
18388,CB,,S,Dexter Ave N,Far side,Republican St,YES,62,1,ACT,100016419,-122.3424647,47.62290888,FALSE,FALSE,FALSE,
18465,CB,,N,Dexter Ave N,Near side,Roy St,YES,62,1,ACT,1567,-122.3422427,47.62532534,FALSE,FALSE,FALSE,
18480,CB,,N,Dexter Ave N,Far side,Aloha St,YES,62,1,ACT,1568,-122.3422221,47.62741147,FALSE,FALSE,FALSE,
18630,CB,,W,W Nickerson St,Far side,3rd Ave W,YES,31 32,1,ACT,1579,-122.3612485,47.65098533,FALSE,FALSE,FALSE,
18740,NS,,W,NW Market St,Near side,Ballard Ave NW,YES,17E 40 44,2,ACT,1594,-122.3861231,47.66874827,FALSE,FALSE,FALSE,
18990,SW,,E,Fauntleroy Way SW,Far side,SW Morgan St,YES,773,1,ACT,1623,-122.3860795,47.54499395,FALSE,FALSE,FALSE,
19000,SW,,N,Fauntleroy Way SW,Far side,SW Juneau St,YES,773,1,ACT,1624,-122.381989,47.5504357,FALSE,FALSE,FALSE,
19240,NS,,S,24th Ave NW,Far side,NW 85th St,YES,40,1,ACT,1643,-122.3876981,47.6903297,FALSE,FALSE,FALSE,
19260,NS,,S,24th Ave NW,Far side,NW 80th St,YES,40,1,ACT,1645,-122.3876912,47.68656744,FALSE,FALSE,FALSE,
19270,NS,,S,24th Ave NW,Far side,NW 77th St,YES,40,1,ACT,1646,-122.3876809,47.68472959,FALSE,FALSE,FALSE,
19300,NS,,S,24th Ave NW,Far side,NW 70th St,YES,40,1,ACT,1649,-122.3876414,47.67920272,FALSE,FALSE,FALSE,
19320,NS,,S,24th Ave NW,Far side,NW 65th St,YES,40,1,ACT,1651,-122.3876906,47.67555376,FALSE,FALSE,FALSE,
19340,NS,,S,24th Ave NW,Far side,NW 61st St,YES,40,1,ACT,1653,-122.3876883,47.67289702,FALSE,FALSE,FALSE,
19360,NS,,S,24th Ave NW,Far side,NW 57th St,YES,40,1,ACT,1655,-122.38769,47.66996795,FALSE,FALSE,FALSE,
19410,CB,,S,Elliott Ave W,Near side,W Harrison St,YES,17E 24 33,1,ACT,1658,-122.3630263,47.62231109,FALSE,FALSE,FALSE,
19420,CB,,S,Western Ave W,Near side,2nd Ave W,YES,24 33,1,ACT,1659,-122.3598018,47.61995676,FALSE,FALSE,FALSE,
19440,CB,,W,Denny Way,Near side,Queen Anne Ave N,YES,17E 24 33,2,ACT,1660,-122.3565961,47.61864789,FALSE,FALSE,FALSE,
19640,SW,,E,SW Brace Point Dr,Near side,SW Wildwood Pl,YES,,1,ACT,1679,-122.3894684,47.52042872,FALSE,FALSE,FALSE,
19650,SW,,W,SW Wildwood Pl,Far side,45th Ave SW,YES,C,1,ACT,1680,-122.3906149,47.52100008,FALSE,FALSE,FALSE,
19670,SW,,N,Fauntleroy Way SW,Near side,SW Barton St,YES,C,2,ACT,1681,-122.3929023,47.52317468,FALSE,FALSE,FALSE,
19700,SW,,N,Fauntleroy Way SW,Far side,SW Rose St,YES,C,1,ACT,1684,-122.3926126,47.52999979,FALSE,FALSE,FALSE,
19740,SW,,N,Fauntleroy Way SW,Far side,SW Webster St,YES,C,1,ACT,1687,-122.3923361,47.53605036,FALSE,FALSE,FALSE,
19750,SW,,N,Fauntleroy Way SW,Far side,SW Myrtle St,YES,C,1,ACT,1689,-122.3905024,47.53986448,FALSE,FALSE,FALSE,
19790,SW,,N,California Ave SW,Far side,Fauntleroy Way SW,YES,128 22 773 C,1,ACT,1692,-122.3871094,47.54530865,FALSE,FALSE,FALSE,
19830,SW,,N,California Ave SW,Far side,SW Findlay St,YES,128 22 773 C,1,ACT,1696,-122.3869312,47.55236967,FALSE,FALSE,FALSE,
19862,SW,1,E,SW Alaska St,Near side,California Ave SW,YES,C,2,ACT,1701,-122.3868663,47.56105738,FALSE,FALSE,FALSE,
19875,SW,,E,SW Alaska St,Far side,42nd Ave SW,YES,50 773,1,ACT,1702,-122.3849892,47.56101007,FALSE,FALSE,FALSE,
19898,SW,,S,SW Avalon Way,Far side,SW Bradford St,YES,21 773 C,1,ACT,1703,-122.3708481,47.56886703,FALSE,FALSE,FALSE,
19921,SW,,N,SW Avalon Way,Far side,SW Genesee St,YES,21 773,1,ACT,100001360,-122.372276,47.56494963,FALSE,FALSE,FALSE,
19930,SW,,N,SW Avalon Way,Far side,SW Yancy St,YES,21 773 C,1,ACT,1706,-122.3706651,47.56788292,FALSE,FALSE,FALSE,
19940,SW,,N,SW Avalon Way,Far side,SW Charlestown St,YES,21 773,1,ACT,1707,-122.3705968,47.57009914,FALSE,FALSE,FALSE,
20070,SW,,S,California Ave SW,Far middle,SW Dawson St,YES,128 22 773,1,ACT,1715,-122.3870411,47.55551111,FALSE,FALSE,FALSE,
20090,SW,,S,California Ave SW,Far side,SW Findlay St,YES,128 22 773 C,1,ACT,1717,-122.3871482,47.55176866,FALSE,FALSE,FALSE,
20130,SW,,W,Fauntleroy Way SW,Far side,California Ave SW,YES,C,1,ACT,1721,-122.3876713,47.54486525,FALSE,FALSE,FALSE,
20250,SW,,S,Fauntleroy Way SW,Far side,SW Barton St,YES,C,1,ACT,1730,-122.3930673,47.52300844,FALSE,FALSE,FALSE,
20610,CB,,S,West Viewmont Way W,Near side,W Parkmont Pl,YES,24,1,ACT,1740,-122.4095437,47.64028867,FALSE,FALSE,FALSE,
20670,CB,,E,W McGraw St,Far side,32nd Ave W,YES,31,1,ACT,1746,-122.3978916,47.63948967,FALSE,FALSE,FALSE,
20700,CB,,S,28th Ave W,Far side,W Blaine St,YES,24 31 33,1,ACT,1750,-122.3931565,47.63487808,FALSE,FALSE,FALSE,
21080,SW,3,E,SW Roxbury St,Far side,15th Ave SW,YES,113 128 60,1,ACT,1779,-122.3535657,47.51730145,FALSE,FALSE,FALSE,
21090,SW,,E,SW Roxbury St,Far side,12th Ave SW,YES,113 128 60,1,ACT,1780,-122.3503306,47.51726381,FALSE,FALSE,FALSE,
21110,SW,,E,SW Roxbury St,Far side,8th Ave SW,YES,113 60,1,ACT,1783,-122.3450597,47.51723291,FALSE,FALSE,FALSE,
21120,SW,,E,SW Roxbury St,Far side,5th Ave SW,YES,113 60,1,ACT,1784,-122.3407348,47.51716014,FALSE,FALSE,FALSE,
21141,SW,,S,Olson-Myers Way P&R AcRd,Far side,Olson-Myers Way P&R AcRd,YES,113 60,2,ACT,1787,-122.3361911,47.51960755,FALSE,FALSE,FALSE,
21250,SW,,E,SW Roxbury St,Far side,26th Ave SW,YES,113 H,1,ACT,1795,-122.3653562,47.51729466,FALSE,FALSE,FALSE,
21280,SW,,E,SW Roxbury St,Far side,20th Ave SW,YES,113 H,1,ACT,1797,-122.3588112,47.51729419,FALSE,FALSE,FALSE,
21292,SW,5,N,16th Ave SW,Far side,SW Roxbury St,YES,128,1,ACT,1798,-122.3550591,47.51784795,FALSE,FALSE,FALSE,
21295,SW,,N,16th Ave SW,Far side,SW Barton St,YES,128,1,ACT,1799,-122.3550216,47.52127928,FALSE,FALSE,FALSE,
21350,SW,,N,16th Ave SW,Far side,SW Henderson St,YES,125 128,1,ACT,100000548,-122.354999,47.5231406,FALSE,FALSE,FALSE,
21410,SW,,N,16th Ave SW,Near side,SW Holden St,YES,125 128,1,ACT,1807,-122.3549335,47.53351566,FALSE,FALSE,FALSE,
21450,SW,,N,Delridge Way SW,Far side,SW Myrtle St,YES,H,1,ACT,1811,-122.3608227,47.53925057,FALSE,FALSE,FALSE,
21480,SW,,N,Delridge Way SW,Far side,SW Holly St,YES,H,1,ACT,1813,-122.3611059,47.54324711,FALSE,FALSE,FALSE,
21500,SW,,N,Delridge Way SW,Opposite to,SW Graham St,YES,H,1,ACT,1814,-122.3628298,47.54678967,FALSE,FALSE,FALSE,
21560,SW,,N,Delridge Way SW,Near side,SW Hudson St,YES,H,1,ACT,1818,-122.3628176,47.55741137,FALSE,FALSE,FALSE,
21600,SW,,N,Delridge Way SW,Far side,SW Genesee St,YES,125 50 H,1,ACT,1821,-122.3632109,47.56500809,FALSE,FALSE,FALSE,
21620,SW,,N,Delridge Way SW,Near side,SW Andover St,YES,125 50 H,1,ACT,1822,-122.3631876,47.56793882,FALSE,FALSE,FALSE,
21765,SW,,N,6th Ave S,Far side,S Royal Brougham Way,YES,124 545E,1,ACT,1835,-122.3258616,47.59100961,FALSE,FALSE,FALSE,
21833,SW,,S,6th Ave S,Far side,S Royal Brougham Way,YES,124,1,ACT,1838,-122.3260698,47.59204993,FALSE,FALSE,FALSE,
21945,SE,,S,Kent-Des Moines P&R AcRd,Opposite to,Military Rd S,YES,165,2,ACT,1849,-122.2875658,47.39179772,FALSE,FALSE,FALSE,
21990,SW,,S,Delridge Way SW,Far side,SW Andover St,YES,125 50 H,1,ACT,1853,-122.3633954,47.56756722,FALSE,FALSE,FALSE,
22010,SW,,S,Delridge Way SW,Far side,SW Genesee St,YES,125 H,1,ACT,1854,-122.3634223,47.56448289,FALSE,FALSE,FALSE,
22050,SW,,S,Delridge Way SW,Near side,SW Hudson St,YES,H,1,ACT,1857,-122.3630201,47.55754959,FALSE,FALSE,FALSE,
22074,SW,,N,Delridge Way SW,Far side,SW Findlay St,UNK,H,1,ACT,100016184,-122.3628825,47.55217239,FALSE,FALSE,FALSE,
22075,SW,,S,Delridge Way SW,Far side,SW Findlay St,UNK,H,1,ACT,100016185,-122.3630939,47.55164938,FALSE,FALSE,FALSE,
22099,SW,,S,Delridge Way SW,Near side,SW Graham St,YES,H,1,ACT,100000826,-122.3630363,47.54678881,FALSE,FALSE,FALSE,
22120,SW,,S,Delridge Way SW,Near side,SW Holly St,YES,H,1,ACT,1862,-122.3613131,47.54299453,FALSE,FALSE,FALSE,
22152,SW,,S,Delridge Way SW,Far middle,SW Myrtle St,YES,H,1,ACT,100001319,-122.3611075,47.53860593,FALSE,FALSE,FALSE,
22158,SW,,S,Delridge Way SW,Far side,SW Holden St,UNK,H,1,ACT,100016186,-122.3605291,47.53337944,FALSE,FALSE,FALSE,
22165,SW,,S,Delridge Way SW,Far side,SW Thistle St,YES,22 H,1,ACT,1868,-122.3605632,47.52804847,FALSE,FALSE,FALSE,
22184,SW,,N,Delridge Way SW,Far side,SW Henderson St,UNK,125 22 60 H,1,ACT,100016169,-122.3602445,47.52324954,FALSE,FALSE,FALSE,
22252,SW,,S,Delridge Way SW,Far side,SW Henderson St,YES,128 60,1,ACT,1883,-122.3598612,47.52246307,FALSE,FALSE,FALSE,
22256,SW,,W,SW Roxbury St,Near side,20th Ave SW,YES,113 H,1,ACT,1887,-122.3589164,47.51743152,FALSE,FALSE,FALSE,
22259,SW,,W,SW Roxbury St,Near side,26th Ave SW,YES,H,1,ACT,1889,-122.3655505,47.51743189,FALSE,FALSE,FALSE,
22260,SW,,W,SW Roxbury St,Near side,28th Ave SW,YES,21 22 C,1,ACT,1890,-122.3680527,47.51745651,FALSE,FALSE,FALSE,
22500,SW,,N,35th Ave SW,Near side,SW 108th St,YES,21E 22,1,ACT,1915,-122.3758999,47.50633844,FALSE,FALSE,FALSE,
22557,SW,1,E,SW Barton St,Near side,26th Ave SW,YES,21 C,1,ACT,100000828,-122.3673503,47.52095908,FALSE,FALSE,FALSE,
22560,SW,,N,35th Ave SW,Far side,SW Roxbury St,YES,21 21E C,1,ACT,1922,-122.3767753,47.5177307,FALSE,FALSE,FALSE,
22580,SW,,N,35th Ave SW,Far side,SW Barton St,YES,21 21E,1,ACT,1924,-122.3766503,47.52130062,FALSE,FALSE,FALSE,
22620,SW,,N,35th Ave SW,Far side,SW Thistle St,YES,21 21E,1,ACT,1928,-122.3765357,47.52850498,FALSE,FALSE,FALSE,
22630,SW,,N,35th Ave SW,Far side,SW Elmgrove St,YES,21 21E,1,ACT,1929,-122.376538,47.53035912,FALSE,FALSE,FALSE,
22650,SW,,N,35th Ave SW,Far side,SW Holden St,YES,21 21E,1,ACT,1931,-122.3765147,47.53408422,FALSE,FALSE,FALSE,
22660,SW,,N,35th Ave SW,Far side,SW Webster St,YES,21 21E,1,ACT,1932,-122.3765004,47.53578695,FALSE,FALSE,FALSE,
22680,SW,,N,35th Ave SW,Far side,SW Myrtle St,YES,21 21E,1,ACT,1934,-122.3764676,47.53946612,FALSE,FALSE,FALSE,
22710,SW,,N,35th Ave SW,Far side,SW Morgan St,YES,21 21E,1,ACT,1937,-122.3763346,47.5450935,FALSE,FALSE,FALSE,
22730,SW,,N,35th Ave SW,Near side,SW Raymond St,YES,21,1,ACT,1938,-122.3762715,47.54815832,FALSE,FALSE,FALSE,
22790,SW,,N,35th Ave SW,Near side,SW Edmunds St,YES,21,1,ACT,1944,-122.3761312,47.55915061,FALSE,FALSE,FALSE,
22820,SW,,N,35th Ave SW,Near side,SW Avalon Way,YES,21 21E 50 773 C,2,ACT,1945,-122.3760918,47.56356391,FALSE,FALSE,FALSE,
22830,SW,,S,35th Ave SW,Far side,SW Avalon Way,YES,21 21E 50 773 C,1,ACT,1946,-122.3762925,47.56350141,FALSE,FALSE,FALSE,
22850,SW,,W,SW Alaska St,Far side,35th Ave SW,YES,50 773,1,ACT,1947,-122.376899,47.56113694,FALSE,FALSE,FALSE,
22940,SW,,S,35th Ave SW,Far side,SW Morgan St,YES,21 21E,1,ACT,1955,-122.3765589,47.54418942,FALSE,FALSE,FALSE,
23070,SW,,S,35th Ave SW,Far side,SW Barton St,YES,21E,1,ACT,1968,-122.376867,47.52082605,FALSE,FALSE,FALSE,
23170,NS,,S,5th Ave NE,Near side,NE 123rd St,YES,75,1,ACT,1975,-122.3236434,47.71782191,FALSE,FALSE,FALSE,
23200,NS,,S,5th Ave NE,Near side,NE 115th St,YES,75,1,ACT,1978,-122.3234882,47.71241481,FALSE,FALSE,FALSE,
23220,NS,,S,5th Ave NE,Near side,NE 112th St,YES,75,1,ACT,1979,-122.3234128,47.70978677,FALSE,FALSE,FALSE,
23230,NS,,S,5th Ave NE,Far side,NE Northgate Way,YES,322 348 61 67 75,1,ACT,1980,-122.3233671,47.70819536,FALSE,FALSE,FALSE,
23276,NS,,E,NE 100th St,Near side,4th Ave NE,YES,322,1,ACT,1985,-122.3244641,47.70126598,FALSE,FALSE,FALSE,
23390,NS,,S,Roosevelt Way NE,Far side,NE 75th St,YES,67,1,ACT,1997,-122.3175854,47.68286431,FALSE,FALSE,FALSE,
23420,NS,,S,Roosevelt Way NE,Far side,NE 69th St,YES,67,1,ACT,2000,-122.3175014,47.67849906,FALSE,FALSE,FALSE,
23421,NS,4,S,Roosevelt Way NE,Near side,NE 66th St,YES,522E 67,1,ACT,100015970,-122.3174749,47.67671848,FALSE,FALSE,FALSE,
23500,NS,,N,11th Ave NE,Far side,NE 50th St,YES,67,1,ACT,2003,-122.3162279,47.6651742,FALSE,FALSE,FALSE,
23561,NS,3,N,12th Ave NE,Near side,NE 67th St,YES,522E 67,1,ACT,100016077,-122.3155747,47.67714108,FALSE,FALSE,FALSE,
23750,NS,,N,5th Ave NE,Far side,NE 103rd St,YES,322 348 61 67 75,1,ACT,2028,-122.3230507,47.70353838,FALSE,FALSE,FALSE,
23785,NS,,N,5th Ave NE,Far side,NE 112th St,YES,75,1,ACT,2030,-122.3232102,47.70980614,FALSE,FALSE,FALSE,
23872,NS,,W,NE 125th St,Far side,Roosevelt Way NE,YES,75,1,ACT,2040,-122.3192023,47.71952534,FALSE,FALSE,FALSE,
23890,NS,,S,25th Ave NE,Far side,NE 80th St,YES,372E,1,ACT,2042,-122.3009359,47.68611233,FALSE,FALSE,FALSE,
23895,NS,,S,25th Ave NE,Far side,NE 75th St,YES,372E,1,ACT,2043,-122.3008551,47.68282025,FALSE,FALSE,FALSE,
23905,NS,,S,25th Ave NE,Near side,NE 65th St,YES,372E,1,ACT,2045,-122.3007433,47.67627164,FALSE,FALSE,FALSE,
23920,NS,,S,25th Ave NE,Far side,NE Blakeley St,YES,372E 988EN,1,ACT,2048,-122.3007215,47.66572434,FALSE,FALSE,FALSE,
23925,NS,,S,25th Ave NE,Far side,NE 47th St,YES,372E,1,ACT,2049,-122.3010074,47.6629104,FALSE,FALSE,FALSE,
24260,CB,,N,34th Ave W,Far side,W McGraw St,YES,24,1,ACT,2051,-122.4008952,47.6398029,FALSE,FALSE,FALSE,
24270,CB,,N,34th Ave W,Near side,W Raye St,YES,24,1,ACT,2052,-122.4008637,47.64306392,FALSE,FALSE,FALSE,
24330,CB,,N,34th Ave W,Far side,W Emerson St,YES,24,1,ACT,2058,-122.4007992,47.65425075,FALSE,FALSE,FALSE,
24370,CB,,E,W Government Way,Near side,32nd Ave W,YES,24 33,1,ACT,2062,-122.398574,47.66000402,FALSE,FALSE,FALSE,
24410,CB,,E,W Tilden St,Far side,30th Ave W,YES,24,1,ACT,2066,-122.3951925,47.65309687,FALSE,FALSE,FALSE,
24430,CB,,S,28th Ave W,Far side,W Ruffner St,YES,24,1,ACT,2068,-122.3929845,47.65200481,FALSE,FALSE,FALSE,
24450,CB,,S,28th Ave W,Far side,W Dravus St,YES,24,1,ACT,2070,-122.3930037,47.64831704,FALSE,FALSE,FALSE,
24720,CB,,S,34th Ave W,Far side,W Emerson St,YES,24,1,ACT,2095,-122.4010002,47.65378265,FALSE,FALSE,FALSE,
24910,NS,,S,35th Ave NE,Far side,NE 123rd St,YES,65,1,ACT,2102,-122.2914798,47.71712013,FALSE,FALSE,FALSE,
24950,NS,,S,35th Ave NE,Far side,NE 110th St,YES,65,1,ACT,2106,-122.2908698,47.70812658,FALSE,FALSE,FALSE,
24980,NS,,S,35th Ave NE,Far side,NE 100th St,YES,65,1,ACT,2109,-122.2907921,47.70087314,FALSE,FALSE,FALSE,
25000,NS,,S,35th Ave NE,Near side,NE 94th St,YES,65,1,ACT,2111,-122.2906853,47.69663103,FALSE,FALSE,FALSE,
25040,NS,,S,35th Ave NE,Far side,NE 85th St,YES,65,1,ACT,2115,-122.2908055,47.68991303,FALSE,FALSE,FALSE,
25050,NS,,S,35th Ave NE,Far side,NE 81st St,YES,65,1,ACT,2116,-122.2907171,47.68719714,FALSE,FALSE,FALSE,
25090,NS,,S,35th Ave NE,Far side,NE 70th St,YES,65,1,ACT,2120,-122.2904678,47.67903061,FALSE,FALSE,FALSE,
25110,NS,,S,35th Ave NE,Far side,NE 65th St,YES,65,1,ACT,2122,-122.2903731,47.67550838,FALSE,FALSE,FALSE,
25130,NS,,S,35th Ave NE,Far side,NE 60th St,YES,65,1,ACT,2124,-122.2903351,47.67198159,FALSE,FALSE,FALSE,
25202,NS,,W,NE 45th St,Near side,University Village AcRd,YES,31 32 45 67,1,ACT,100016090,-122.295409,47.6612799,FALSE,FALSE,FALSE,
25210,NS,,W,Montlake Blvd NE,Far side,NE 45th St,YES,45 67,1,ACT,2132,-122.2988928,47.66104346,FALSE,FALSE,FALSE,
25240,NS,3,S,Montlake Blvd NE,Far side,NE Pacific Pl,YES,44 988EN,3,ACT,2133,-122.3044233,47.65022796,FALSE,FALSE,FALSE,
25755,NS,4,N,Montlake Blvd NE,Near side,NE Pacific Pl,YES,255 542E 556E 982EN 986EN 988EN,1,ACT,100015958,-122.304086,47.65049802,FALSE,FALSE,FALSE,
25765,NS,5,N,Montlake Blvd NE,Far side,NE Pacific Pl,YES,65,1,ACT,100012224,-122.3034907,47.65154602,FALSE,FALSE,FALSE,
25790,NS,,N,Montlake Blvd NE,At cross st,NE 45th St,YES,65 75,1,ACT,2181,-122.2985789,47.66084953,FALSE,FALSE,FALSE,
25791,NS,,N,25th Ave NE,Far side,NE 47th St,YES,372E 988EN,1,ACT,2182,-122.3007944,47.6637053,FALSE,FALSE,FALSE,
25792,NS,,N,25th Ave NE,Far side,NE Blakeley St,YES,372E,1,ACT,2183,-122.3005072,47.66676,FALSE,FALSE,FALSE,
25795,NS,,N,25th Ave NE,Far side,NE 65th St,YES,372E 988EN,1,ACT,2186,-122.300542,47.67619033,FALSE,FALSE,FALSE,
25798,NS,,N,25th Ave NE,Near side,NE 80th St,YES,372E 982EN 986EN 987EN 988EN 989EN,1,ACT,2189,-122.3007434,47.68648388,FALSE,FALSE,FALSE,
25880,NS,,N,35th Ave NE,Far side,NE 65th St,YES,65,1,ACT,2198,-122.2901763,47.67601789,FALSE,FALSE,FALSE,
25900,NS,,N,35th Ave NE,Far side,NE 70th St,YES,65,1,ACT,2200,-122.2902814,47.67962252,FALSE,FALSE,FALSE,
25920,NS,,N,35th Ave NE,Far side,NE 75th St,YES,65,1,ACT,2202,-122.2903873,47.68340043,FALSE,FALSE,FALSE,
26060,NS,,N,35th Ave NE,Far side,NE 110th St,YES,65,1,ACT,2216,-122.290652,47.70861771,FALSE,FALSE,FALSE,
